id,title,link,content,gold_label,news_channel
714,سعودیہ کا فلسطین، لبنان میں جاری جارحیت روکنے، سوڈان تنازع کے پرامن سیاسی حل پر زور,https://urdu.dunyanews.tv/index.php/ur/World/848711,ریاض: (ویب ڈیسک) سعودیہ نے فلسطین، لبنان میں جاری جارحیت روکنے، سوڈان میں جاری کشیدگی، خانہ جنگی روکنے اور متحارب فریقین سے تنازع کا سیاسی حل تلاش کرنے پر زور دیا ہے۔ میڈیا رپورٹ کے مطابق ولی عہد اور وزیراعظم شہزادہ محمد بن سلمان بن عبدالعزیز کی زیر صدارت سعودی کابینہ کے ہفتہ وار اجلاس کے موقع پر سوڈان، فلسطین اور لبنان میں جاری لڑائی سمیت کئی دوسرے موضوعات پر غور کیا گیا۔ اجلاس میں علاقائی میدان کی موجودہ صورتحال اور اس میں ہونے والی پیش رفت اور خطے میں امن و سلامتی کے قیام کے لئےعالمی برادری کے ساتھ رابطے کے لئے سعودی عرب کی انتھک کوششوں پر تبادلہ خیال کیا گیا۔ اجلاس میں سعودی عرب کی میزبانی میں دو ریاستی حل کے حوالے سے ہونے والی کانفرنس میں 90 ممالک، تنظیموں اور اداروں نے شرکت کی اور اس حوالے سے ہونے والی گفتگو کا جائزہ لیا گیا۔ اس اجلاس میں مسئلہ فلسطین کے حل کے حوالے سے غور کے لیے رواں ماہ عرب اور مسلمان ممالک کا سربراہ اجلاس منعقد کرنے پر غور کیا گیا، اس اجلاس میں فلسطین اور لبنان میں جاری اسرائیلی جارحیت پر بھی غور کیا گیا، سعودی عرب نے لبنان اور فلسطین میں جاری اسرائیلی جارحیت کو فوری طور پر روکنے پر زور دیا۔ اجلاس میں مملکت نے زور دیا کہ برادر ملک سوڈان کے بحران کو ختم کرنے کا واحد راستہ سیاسی حل ہے، انہوں نے زور دیا کہ سوڈان کی متحارب قوتوں کے درمیان 11 مئی 2023ء کو طے پانے والے ’جدہ اعلامیے‘ پر عمل درآمد کیا جائے۔,World,Dunya News
715,ٹرمپ نے اہلیہ ملانیا کے ہمراہ پام بیچ میں ووٹ کاسٹ کر لیا,https://urdu.dunyanews.tv/index.php/ur/World/848692,واشنگٹن: (دنیا نیوز) ڈونلڈ ٹرمپ نے اپنی اہلیہ ملانیا کے ہمراہ پام بیچ میں ووٹ کاسٹ کر لیا۔ ڈونلڈ ٹرمپ نے اہلیہ کے ہمراہ ووٹ کاسٹ کرنے کے بعد گفتگو کرتے ہوئے کہا کہ آج الیکشن کا دن امریکی تاریخ کا سب سے اہم دن ہوگا ،ووٹرز کا جوش خروش پر ہے، لوگ امریکا کودوبارہ عظیم بنانا چاہتے ہیں۔ انہوں نے کہا کہ آج الیکشن کا دن امریکی تاریخ کا سب سے اہم دن ہوگا، آپ اپنا ووٹ ڈالیں، چاہے جتنا بھی وقت لگے، قطار میں کھڑے رہیں، میرے خیال میں میری انتخابی مہم بہترین رہی، ووٹ گننے کیلئے 2 سے 3 دن لگنے کی کوئی وجہ نہیں ہے۔ صدارتی امیدوار نے مزید کہا کہ  جو بھی ہمارے ملک میں قانونی طور پرآنا چاہیے آ سکتا ہے، میں صرف غیر قانونی تارکین وطن کے خلاف ہوں، لوگوں سے کہتا ہوں بہتر مستقبل کیلئے اپنا ووٹ کاسٹ کریں۔,World,Dunya News
716,مصر میں فوجی ہیلی کاپٹر گرکر تباہ، 2 پائلٹ جاں بحق,https://urdu.dunyanews.tv/index.php/ur/World/848681,قاہرہ: (ویب ڈیسک) مصر کی فوج کا ہیلی کاپٹر گرکر تباہ ہوگیا، حادثے میں 2 پائلٹ جاں بحق ہوگئے۔ مصری فوج کی جانب سے جاری بیان کے مطابق ہیلی کاپٹر تربیتی پرواز کے دوران شلوفہ کے علاقے میں گر کر تباہ ہوا۔ بیان میں مزید کہا گیا ہے کہ حادثے کی وجوہات جاننے کےلیے تحقیقاتی کمیٹی تشکیل دے دی گئی ہے۔,World,Dunya News
717,صدارتی الیکشن میں سب سے بڑا خطرہ روس ہوسکتا ہے: ایف بی آئی کا انتباہ,https://urdu.dunyanews.tv/index.php/ur/World/848680,واشنگٹن: (ویب ڈیسک) امریکا کے خفیہ ادارے ایف بی آئی نے چوکنا رہنے کے لیے خبردار کرتے ہوئے کہا ہے کہ صدارتی الیکشن میں سب سے بڑا خطرہ روس ہوسکتا ہے۔ امریکی نشریاتی ادارے کے مطابق فیڈرل بیورو آف انویسٹی گیشن (ایف بی آئی) اور سائبر سیکیورٹی اینڈ انفراسٹرکچر سیکیورٹی ایجنسی (سی آئی ایس اے) نے انتباہ جاری کیا ہے۔ انتباہ میں کہا گیا ہے کہ الیکشن پر روس الیکشن کے عمل میں شہریوں کے اعتماد کو مجروح کرکے ان کے درمیان تقسیم پیدا کرنے کی کوششیں کرے گا۔ مشترکہ اعلامیے میں کہا گیا ہے صدارتی الیکشن کے نتائج میں اہم کردار ادا کرنے والی فیصلہ کن ریاستوں میں عوام کو مشتعل کرنے کے لیے جعلی ویڈیوز اور آن لائن مضامین کا سہارا لیا جائے گا۔ بیان میں کہا گیا ہے کہ ایسے مواد سے ووٹرز کو ایک دوسرے کے خلاف تشدد پر اکسایا جا سکتا ہے۔ سائبر حملوں کا بھی خدشہ ہے۔,World,Dunya News
718,'کملا کی جنگجو کابینہ مشرق وسطیٰ پر حملہ کردے گی'، ٹرمپ کا مسلمانوں کے حق میں بیان,https://urdu.dunyanews.tv/index.php/ur/World/848678,واشنگٹن: (دنیا نیوز) کملا اور اسکی جنگجو کابینہ مشرق وسطیٰ پر حملہ کردے گی،امریکی صدارتی امیدوار ڈونلڈ ٹرمپ نے سوشل میڈیا پر انتخابی مہم کے سلسلے میں مسلمانوں کے حق میں بیان دے دیا۔ امریکی صدراتی انتخابات میں آج ووٹنگ کا عمل جاری ہے اور ڈیموکریٹک امیدوار  کملا ہیرس اور ری پبلکن امیدوار ڈونلڈ ٹرمپ کے درمیان سخت مقابلہ متوقع ہے۔ امریکا کی مختلف ریاستوں میں ووٹنگ کا عمل شروع ہوگیا ہے اور اس دوران ری پبلکن امیدوار ڈونلڈ ٹرمپ نے مسلم ووٹرز کو مخاطب کرتے ہوئے سماجی رابطے کے پلیٹ فارم ایکس پر بیان جاری کیا ہے۔ ٹرمپ نے اپنی بیان میں کہا کہ ٹرمپ کو ووٹ دیں اور امن واپس لائیں، ٹرمپ نے ریاست مشی گن کے مسلم ووٹرز کو کہا کہ عرب اور مسلمان امن چاہتے ہیں، کملا ہیرس اور ان کی جنگجو کابینہ مشرق وسطیٰ پرحملہ کردیں گے۔ ٹرمپ نے کہا کہ کملا ہیرس اور ان کی جنگجو کابینہ لاکھوں مسلمانوں کو قتل کردیں گے، انہوں نے یہ بھی لکھا کہ کملا ہیرس اور ان کی جنگجو کابینہ تیسری عالمی جنگ شروع کردیں گے۔,World,Dunya News
719,بھارتی سپریم کورٹ نے مدارس پر پابندی کا فیصلہ کالعدم قرار دے دیا,https://urdu.dunyanews.tv/index.php/ur/World/848656,نئی دہلی: (ویب ڈیسک) بھارتی سپریم کورٹ نے ریاست اتر پردیش میں مدارس پر پابندی کا فیصلہ کالعدم قرار دے دیا۔ بھارتی میڈیا کے مطابق الہٰ آباد ہائی کورٹ کا مدارس پر پابندی کا فیصلہ کالعدم قرار دے دیا گیا، الہٰ آباد ہائی کورٹ کا مدارس پر پابندی کا فیصلہ کالعدم قرار دیتے ہوئے بھارتی سپریم کورٹ نے اتر پردیش میں 25000 مدارس کو بحال کر دیا ہے۔ بھارتی میڈیا کے مطابق رواں سال مارچ میں ہائی کورٹ نے مدرسہ ایکٹ کو غیر آئینی قرار دیتے ہوئے اسے سیکولر ازم کے اصولوں کے خلاف بتایا تھا۔ بھارتی میڈیا کے مطابق ہائی کورٹ نے مدارس کے طلباء کو روایتی سکولوں میں منتقل کرنے کی ہدایت دی تھی، اتر پردیش میں 25 ہزار مدارس میں 27 لاکھ طلباء زیرِ تعلیم ہیں۔,World,Dunya News
720,غزہ میں اسرائیلی فوج کی بمباری ، مزید 37 فلسطینی شہید,https://urdu.dunyanews.tv/index.php/ur/World/848589,غزہ : (ویب ڈیسک ) غزہ میں صیہونی فوج کی بربریت تھم نہ سکی ، اسرائیلی بمباری کے نتیجے میں گزشتہ 24 گھنٹوں میں مزید 37 فلسطینی شہید ہو گئے۔ عرب میڈیا کی رپورٹ کے مطابق بیت لاحیہ میں ایک گھر پر حملے کے نتیجے میں کم از کم 20 فلسطینی شہید ہو گئے، غزہ شہر کے تفح محلے میں ایک گھر پر حملے میں 4 فلسطینی جبکہ وسطی دیر البلاح میں ایک خیمے پر حملے میں 2 فلسطینی شہید ہوئے۔ وسطی عزہ زاویدہ میں ایک خیمے پر حملے میں 4 فلسطینی شہید ہوئے جبکہ خان یونس میں خیموں پر حملے میں 3 فلسطینی شہید ہو گئے۔ رپورٹ کے مطابق شمالی غزہ میں اسرائیلی فوج نے کمال عدوان ہسپتال پر دوسرے دن بھی حملہ کیا جس کے نتیجے میں متعدد افراد زخمی ہو گئے، اس حملے میں زخمی ہونے والوں میں نوزائیدہ بچے، مریض اور ہسپتال کا عملہ شامل ہے۔ ڈائریکٹر آف نرسنگ کمال عدوان اسپتال کا بتانا تھا کہ  اس وقت اسپتال میں صرف 4 ڈاکٹرز اور 50رضاکار موجود ہیں اور اسرائیلی فوج نےگزشتہ ہفتے ہسپتال کے عملے کو حراست میں لیا ہے، زیرِ حراست عملے میں سرجن، نیورولوجسٹ اور ماہرین اطفال شامل ہیں۔ رپورٹ میں بتایا گیا ہے کہ اسرائیلی فوج نے غزہ میں ایک ڈرون حملہ بھی کیا جس کے نتیجے میں 2 فلسطینی شہید ہو گئے۔اس کے علاوہ اسرائیلی آبادکاروں نے مغربی کنارے کے متعدد گھر اور گاڑیاں جلا دیں، فلسطینی حکام کا یہ کہنا ہے کہ اسرائیل روزانہ کی بنیاد پر 12 فلسطینی خاندانوں کو بے گھر کر رہا ہے۔ واضح رہے کہ غزہ میں 7 اکتوبر2023 سے اب تک رپورٹ کی گئی فلسطینی شہادتوں کی  تعداد  44 ہزار کے قریب پہنچ چکی ہے جبکہ ایک لاکھ سے  زائد زخمی اور سینکڑوں لاپتہ ہیں ۔,World,Dunya News
721,امریکی صدارتی الیکشن کا پہلا نتیجہ سامنے آگیا,https://urdu.dunyanews.tv/index.php/ur/World/848565,"واشنگٹن : (دنیانیوز)  امریکی صدارتی الیکشن کا پہلا نتیجہ آگیا ۔ میڈیا رپورٹ کے مطابق نیو ہمپشائر کے چھوٹے قصبے ڈکس ویلی نوچ میں ووٹ رات 12 بجے ڈالے گئے ، جہاں کل 6 ووٹوں میں سے 3 کملا ہیرس اور 3 ڈونلڈ ٹرمپ نے حاصل کئے۔ نیو ہیمپشائر کا شہر ڈکس وِل نوچ شمال میں امریکا اور کینیڈا کی سرحد پر واقع ہے، جس کا شمار امریکا کے ان علاقوں میں ہوتا ہے جہاں انتخابی دن کا آغاز ہوتا ہے۔ یہاں سے 2020 کے الیکشن میں جو بائیڈن نے 5 ووٹ حاصل کئے تھے۔ واضح رہے کہ باقاعدہ الیکشن سے پہلے تقریبا آٹھ کروڑ شہری ووٹ ڈال چکے ہیں ، باقی ووٹرز آج اپنے پسندیدہ امیدوار کا چناؤ کریں گے، کسی بھی امیدوار کوجیت کیلئے 538میں سے 270 الیکٹورل ووٹ درکار ہیں , 435ارکان نمائندگان،  33سینیٹرزاور 13ریاستوں کےگورنرز کابھی چناؤ ہوگا۔",World,Dunya News
722,کون بنے گا امریکا کا نیا صدر؟ ٹرمپ یا کملا، پولنگ ختم,https://urdu.dunyanews.tv/index.php/ur/World/848562,واشنگٹن : (دنیانیوز) ڈونلڈ ٹرمپ یا کملا ہیرس ، امریکا کے نئے صدر کے انتخاب کیلئے پولنگ جاری ہے، تاہم قبل از وقت پولنگ اور ای میل ووٹنگ کے ذریعےتقریباً 8 کروڑ سے زائد ووٹرز حقِ رائے دہی استعمال کرچکے ہیں۔ امریکہ کے  47 ویں صدر کے  چناؤ کیلئے پولنگ آج ہورہی ہے ،  ریپبلکن پارٹی کے امیدوار اور سابق صدر ڈونلڈ ٹرمپ جبکہ ڈیموکریٹس کی جانب سے امریکہ کی موجودہ نائب صدر کملا ہیرس آمنے سامنے ہوں گے۔ 5 نومبر کے باقاعدہ الیکشن سے پہلے تقریبا آٹھ کروڑ سے زائد شہری  ووٹ ڈال چکے ہیں ، باقی ووٹرز آج  اپنے پسندیدہ امیدوار کا چناؤ کریں گے،  کسی بھی امیدوار کوجیت کیلئے 538 میں سے 270 الیکٹورل ووٹ درکار ہیں ، 435ارکان نمائندگان،  33سینیٹرزاور 13ریاستوں کےگورنرز کابھی چناؤ ہوگا۔انتخابی معرکے کا آغاز امریکہ میں  6مختلف ٹائم زونز میں پولنگ کاآغاز اوراختتام مختلف اوقات میں ہوگا،  18 کروڑ سے زائد افراد حق رائے دہی استعمال کریں گے۔ ابتدائی ووٹنگ پولز میں کہیں کملا ہیرس آگے  تو کہیں ٹرمپ کو برتری حاصل ہے ، ابتدائی ووٹنگ میں  نارتھ کیرولینا میں ووٹنگ کی شرح 55 فیصد ریکارڈ،جارجیا میں 50 اور ٹینیسی میں 49 فیصد ووٹ کاسٹ ہوگئے، ٹیکساس اور فلوریڈا میں 47،47 فیصد ووٹرز نے حق رائے دہی استعمال کیا۔ امریکی ریاست نیو ہیمپشائر سے پہلے نتیجے کا اعلان نیو ہمپشائر کے چھوٹے قصبے ڈکس ویلی نوچ میں ووٹ رات 12 بجے ووٹ ڈالے گئے  جہاں کل 6 ووٹوں میں سے 3 کملا ہیرس اور 3 ڈونلڈ ٹرمپ نے حاصل کئے۔ برطانوی میڈیا رپورٹ کے مطابق ڈکسول نوچ میں مقیم کمیونٹی میں آدھی رات کو ووٹ ڈالنے کی روایت ہے تاہم  نیو ہیمپشائر کے باقی حصوں میں پولنگ کا عمل مقامی وقت کے مطابق صبح گیارہ بجے ہی شروع ہو گا۔سوئنگ سٹیس فیصلہ کن ریپبلکن کے ٹرمپ اور ڈیموکریٹ کی کملا ہیرس میں کانٹےکامقابلہ متوقع ہے جبکہ 7سوئنگ اسٹیٹس امیدواروں کیلئے فیصلہ کن ہوں گی ، معلق ریاستوں کے 93 الیکٹورل ووٹ بھی  انتہائی اہمیت کے حامل ہیں ۔ سوئنگ ریاستوں میں سے مشی گن میں امیدواروں کے درمیان کانٹے کا مقابلہ ہو گا ،  رائے عامہ کے جائزوں کے مطابق ہیرس یا ٹرمپ 43 ریاستوں میں کافی حد تک یا آسانی کے ساتھ برتری رکھتے ہیں، جہاں سے انہیں 200 یا اس سے زیادہ الیکٹورل ووٹ مل سکتے ہیں، ان میں سے کسی ایک ریاست میں اپ سیٹ کو چھوڑ کر انتخابی نتیجے کا انحصار بقیہ سات سوئنگ اسٹیٹس کے نتائج پر ہو گا۔ عرب میڈیا کے مطابق حال ہی میں کیے جانیوالے امریکی جریدوں کے ایک سروے میں ریاست پنسلیونیا میں ٹرمپ اور کملا 48 فیصد ووٹ لے کر برابر مقابلے میں ہیں ، اسی دوران 538 نیشنل پولزٹریکر کے مطابق ہیرس کو ٹرمپ پر ایک پوائنٹ کی برتری حاصل ہے ۔ مسلم ووٹرز اس انتخابی عمل میں بھرپور شرکت کر رہے ہیں، جس کا ایک بڑا سبب غزہ کے بحران پر امریکی حمایت کے خلاف ردعمل بھی ہے۔ ڈونلڈ ٹرمپ اور کملا ہیرس کے جیت کے دعوے ریپبلکن پارٹی کے امیدور ڈونلڈ ٹرمپ نے انتخابی مہم کی آخری تقریر میں اپنی حریف کملا ہیرس کو تنقید کا نشانہ بناتے ہوئے انھیں ’بائیں بازو کی بنیاد پرست احمق‘ قرار دیا ہے۔ڈیموکریٹ پارٹی کی امیدوار کملا ہیرس نے اپنی آخری انتخابی ریلی سے خطاب میں  کہا ہے کہ وہ ملک کی اگلی صدر بننے کے لیے تیار ہیں۔ غیرملکی ووٹرز امریکی صدر کےانتخاب میں غیرملکی افراد بھی ووٹ کاسٹ کرنے کیلئے پرجوش ہیں ،  پاکستانی اوربھارتی نژاد شہری اپنے پسندیدہ امیدوار کوووٹ دینے کیلئے تیارہیں ،  پاکستانی امریکن کمیونٹی کی ڈاکٹرز اور مختلف شعبوں میں خدمات انجام دینے والی خواتین ووٹ کاسٹ کرنے کیلئے پرعزم ہیں ، کمیونٹی نے غزہ جنگ خاتمے کا مطالبہ کردیا۔ پاکستان نژادامریکی بھی الیکشن کی دوڑ میں شامل پاکستان نژادامریکی شہری بھی الیکشن میں حصہ لے رہے ہیں ،  ڈیموکریٹ ٹکٹ پر ٹیکساس سے سلیمان لالانی اور سلمان بھوجانی کی پوزیشن مضبوط ہے جبکہ  مشی گن سے ڈیموکریٹ کے ٹکٹ پر عائشہ فاروقی، نیویارک سے ری پبلکن ٹکٹ پر عامر سلطان امیدوار ہیں ۔ پینسلوانیا سے مریم صبیح اور ایرن بشیر بھی مقابلے میں شامل ہیں۔ سکیورٹی اقدامات امریکی الیکشن کیلئے  امن و امان کی صورتحال برقرار رکھنے کیلئے غیر معمولی سکیورٹی اقدامات کیے گئے ہیں،   ریاست اوریگان، واشنگٹن اور نیو اڈا میں نیشنل گارڈ فعال کردیے گئے جبکہ  خطرات پر نظر رکھنے کیلئے ایف بی آئی نے کمانڈ پوسٹ قائم کردی ۔ ملک بھر میں ایک لاکھ کے قریب پولنگ سٹیشنز پر سکیورٹی بڑھا دی گئی،   پولنگ عملے کیلئے پینک بٹن، چھتوں پر خصوصی مسلح ٹیمیں تعینات ہوں گی، یہ پینک بٹن ایمر جنسی صورتحال میں استعمال کیے جائیں گے۔ میڈیا رپورٹ کے مطابق الیکشن کے روز نیشنل گارڈ کو اسٹینڈ بائی رکھا جائے گا،  ایریزونا، مشی گن ، نیواڈا سمیت 19 ریاستوں میں 2020 سے الیکشن سکیورٹی قوانین نافذ ہیں۔ واضح رہے کہ امریکہ میں صدارتی انتخاب ہر چار سال بعد ہوتا ہے، امریکی آئین کے مطابق ایک فرد دو مرتبہ سے زیادہ صدر کے عہدے پر فائز نہیں رہ سکتا، نومبر 2024 میں صدارتی انتخاب جیتنے والے امیدوار کی حکومت جنوری 2025 میں قائم ہو گی۔,World,Dunya News
723,50 ممالک کا اقوام متحدہ سے اسرائیل کو ہتھیاروں کی فروخت اور منتقلی روکنے کا مطالبہ,https://urdu.dunyanews.tv/index.php/ur/World/848551,"جینیوا: (ویب ڈیسک ) اقوام متحدہ کی سلامتی کونسل اور جنرل اسمبلی میں 50 سے زائد ممالک نے اسرائیل کو ہتھیاروں کی فروخت اور منتقلی روکنے کیلئے فوری اقدامات کا مطالبہ کیا ہے ۔ عرب میڈیا کے مطابق ان ممالک کا کہنا ہے کہ اس بات کے شبہے کی مناسب وجوہات موجود ہیں کہ یہ عسکری ساز و سامان غزہ اور مغربی جنین میں استعمال کیا جائے گا جو تنازع کا شکار ہیں۔ یہ بات اقوام متحدہ کے زیر انتظام دونوں اداروں اور تنظیم کے سکریٹری جنرل انتونیو گوتریس کو پیر کے روز بھیجے گئے ایک خط میں کہی گئی ہے،  خط میں مذکورہ ممالک نے اسرائیل پر الزام عائد کیا کہ وہ غزہ سمیت فلسطینی اراضی، لبنان اور بقیہ مشرق وسطیٰ میں بین الاقوامی قوانین کی مسلسل خلاف ورزیاں کر رہا ہے۔ خط کے  متن کے مطابق  کہ "" قابض طاقت اسرائیل کی جانب سے ایک سال سے زیادہ عرصے سے بین الاقوامی قوانین کی مسلسل خلاف ورزیوں کے سبب شہریوں کی ہلاکتوں کی حیران کن تعداد جس میں اکثریت بچوں اور عورتوں کی ہے، یہ نا قابل برداشت اور نا قابل قبول ہے ... ہمیں فوری طور پر ایسے اقدامات کی ضرورت ہے جن سے شدید انسانی المیے اور علاقائی عدم استحکام کو روکا جا سکے جو خطے میں ایک وسیع جنگ چھیڑنے کا خطرہ بن سکتا ہے""۔ خط میں سلامتی کونسل پر زور دیا گیا ہے کہ اس المیے سے گریز کے لیے فوری جنگ بندی کا اعلان کیا جائے اور شہریوں کے تحفظ کے لیے سابقہ قرار دادوں پر عمل درآمد کے اقدامات کیے جائیں ، ساتھ ہی اسرائیل کو ہتھیاروں کی منتقلی روکنے کا واضح مطالبہ جاری کیا جائے۔ ادھر اقوام متحدہ میں اسرائیلی سفیر ڈینی دانون نے اس خط میں ترکی کے کردار پر تبصرہ کرتے ہوئے کہا کہ ہم ایسی ریاست سے کیا توقع کر سکتے ہیں جو شر پسندی سے مغلوب ہو کر شر کے محور کی حمایت سے تنازعات بھڑکانے کی کوشش میں مصروف ہو؟"" یاد رہے کہ   شرکے محور کی اصطلاح پہلی مرتبہ سابق امریکی صدر جارج بش نے ايران، شمالی کوریا اور عراق کی طرف اشارے کے لیے استعمال کی تھی۔",World,Dunya News
724,صدارتی انتخابات ، مقابلے کی دوڑ میں کئی پاکستانی نژاد امریکی بھی شامل,https://urdu.dunyanews.tv/index.php/ur/World/848542,واشنگٹن : (ویب ڈیسک ) امریکا کے عام انتخابات میں کئی امریکی پاکستانی بھی حصہ لے رہے ہیں ۔ میڈیا رپورٹ کے مطابق ڈیموکریٹ ٹکٹ پر ٹیکساس سے سلیمان لالانی اور سلمان بھوجانی کی پوزیشن مضبوط ہے ، مشی گن سے عائشہ فاروقی جبکہ نیویارک سے ری پبلکن ٹکٹ پر عامر سلطان امیدوار ہیں۔ امریکی ریاست پنسلوینیا سے ڈیموکریٹ ٹکٹ پر مریم صبیح امیدوار ہیں ، کانگریس کے لیے واحد امیدوار ایرن بشیر کا پنسلوینیا میں مقابلہ ہو گا۔ ٹیکساس ،فورٹ بینڈ کاؤنٹی میں دوپاکستانی بھی کانسٹیبل کی سیٹ پر  مدمقابل ہیں جن میں ڈیموکریٹس سے نبیل شیخ اور ری پبلکن کے نئے امیدوار علی شیخانی کے درمیان مقابلہ ہے۔ یہ بھی پڑھیں:ایلون مسک کو ووٹرز کو 10 لاکھ ڈالر دینے کی مہم جاری رکھنے کی عدالتی اجازت مل گئی امریکا میں صدارتی انتخابات کے حتمی دن پر انتخابی مہم اختتام کو پہنچ گئی جبکہ آٹھ کروڑ امریکی شہری پہلے ہی اپنا ووٹ کاسٹ کرچکے ہیں ،  باقی ووٹرز آج اپنے پسندیدہ امیدوار کا چناؤ کریں گے۔ کسی بھی امیدوار کو جیت کے لیے کل 538 میں سے کم از کم 270 الیکٹورل ووٹ درکار ہیں، ریپبلکن ٹرمپ اور ڈیموکریٹ کاملہ کے درمیان کانٹے کا مقابلہ متوقع ہے۔,World,Dunya News
725,ایلون مسک کو ووٹرز کو 10 لاکھ ڈالر دینے کی مہم جاری رکھنے کی عدالتی اجازت مل گئی,https://urdu.dunyanews.tv/index.php/ur/World/848530,نیویارک : (ویب ڈیسک ) ایکس کے مالک ایلون مسک پنسلوینیا کی عدالت میں مقدمہ جیت گئے، عدالت نے ووٹرز کو 10 لاکھ ڈالر دینے کی مہم جاری رکھنے کی اجازت دے دی۔ ایلون مسک نےٹرمپ انتخابی مہم کیلئے ووٹرز کو 10 لاکھ ڈالر دینے کی مہم کا آغاز کیا تھا۔ واضح رہے کہ دنیا کے امیر ترین کاروباری افراد میں شامل ایلون مسک امریکا کے صدارتی انتخابات  میں ری پبلکن صدارتی امیدوار ڈونلڈ ٹرمپ کی بھرپور حمایت کر رہے ہیں۔ انہوں نے گزشتہ ماہ ریاست پنسلوینیا میں ایک اجتماع سے خطاب کرتے ہوئے اعلان کیا تھا کہ وہ امریکی آئین میں پہلی اور دوسری ترمیم کی حمایت میں آن لائن پٹیشن پر دستخط کرنے والوں میں روزانہ کسی ایک فرد کو الیکشن کے دن تک دس لاکھ ڈالر دیں گے۔ امریکی آئین کی یہ دونوں ترامیم آزادی اظہار اور ہتھیار اٹھانے کے حق کا تحفظ کرتی ہیں ، یہ آن لائن پٹیشن ایلون مسک کی امریکا پولیٹیکل ایکشن کمیٹی (پی اے سی) کی جانب سے تیار کی گئی، جس کا مقصد امریکی صدارتی امیدوار ڈونلڈ ٹرمپ کی حمایت اور ان کے حامیوں کو متحرک کرنا تھا۔ 11 سابق ریپبلکن عہدیداروں نے صدارتی انتخابات سے قبل ایلون مسک کی جانب سے ووٹرز کو دیے جانے والی نقد مراعات کی قانونی حیثیت پر سوال اٹھائے۔ ایلون مسک کے امریکی الیکشن کی انتخامی مہم کے گروہ پی اے سی نے سات سوئنگ ریاستوں میں سے چھ کے ووٹرز سے مطالبہ کیا کہ وہ اس درخواست پر دستخط کریں، اس صورتحال میں قانونی ماہرین نے خدشہ ظاہر کیا کہ ایسی کوئی بھی پیشکش، جس میں کسی ووٹر کو کہیں دستخط کرنے کے عمل کے لیے رقم کی پیشکش کی جائے، امریکی قانون کی خلاف ورزی میں شمار کی جا سکتی ہے۔ امریکی محکمہ انصاف کو سابق ریپبلیکن حکام کی جانب سے ایلون مسک کی ووٹرز کو مالی فائدے دینے کے معاملے کی چھان بین کرنے کی درخواست موصول ہوئی، فلاڈلفیا کاؤنٹی کے پبلک پراسیکیوٹر لیری کرسنر نے جو خود ڈیموکریٹ ہیں، ارب پتی ایلون مسک اور انعامی رقم تقسیم کرنے والی ان کی تنظیم پی اے سی کے خلاف عدالت میں مقدمہ دائر کیا۔ امریکی وزارت انصاف نے پی اے سی کو بھیجے گئے خط میں خبردار کیا کہ یہ انعام (دس لاکھ ڈالر) وفاقی قوانین کی خلاف ورزی شمار ہو سکتی ہے، انتباہات کے باوجود پی اے سی تنظیم نے انعامی رقم کے چیک تقسیم کرنے کا سلسلہ جاری رکھا۔ امریکی صدر جو بائیڈن نے بھی ایلون مسک کی جانب سے امریکی انتخابات سے قبل سوئنگ ریاستوں کے رجسٹرڈ ووٹروں میں روزانہ کی بنیاد پر دس لاکھ ڈالر کی رقم بطور تحفہ دیے جانے پر تنقید کرتے ہوئے کہا تھا کہ  یہ بالکل نا مناسب ہے۔,World,Dunya News
